"","Search","Program","Date","Title","Company","Location","Description"
"278","data analyst","MSBA","2022-08-09","Business Data Analyst","University of Utah","Salt Lake City, UT 84112 (East Bench area)","* *  Announcement *  *   *    *     Details *    *    *    *     *      *       *        Open Date*        *       *        08/08/2022*        *      *      *       *        Requisition Number*        *       *        PRN31767B*        *      *      *       *        Job Title*        *       *        Business Data Analyst*        *      *      *       *     ..."
"279","security systems engineer","MSCM","2022-08-08","Associate Cybersecurity Systems Engineer","Goldbelt, Inc.","Roy, UT","Goldbelt Nighthawk offers an integrated, holistic cybersecurity workforce that is enthusiastic, continuously learning and progressive, fully committed to the implementation of dynamic, holistic cybersecurity solutions that effectively address the needs of our customers. Our team offers flexibility and expertise across the cybersecurity field, offering custom..."
"280","data scientist","MSBA","2022-08-07","Data, Privacy & Ethics - Privacy Strategic Operations Manage...","PRICE WATERHOUSE COOPERS","Remote in Salt Lake City, UT 84111","* A career in Products and Technology is an opportunity to bring PwC's strategy to life by driving products and technology into everything we deliver. Our clients expect us to bring the right people and the right technology to solve their biggest problems; Products and Technology is here to help PwC meet that challenge and accelerate the growth of our busine..."
"281","cloud engineer","MSIS","2022-08-06","Infrastructure Cloud Engineer III","Conduent","Sandy, UT 84070","* *  *   Through our dedicated associates, Conduent delivers mission-critical services and solutions on behalf of Fortune 100 companies and over 500 governments – creating exceptional outcomes for our clients and the millions of people who count on them.*  *  *    You have an opportunity to personally thrive, make a difference and be part of a culture where ..."
"282","data scientist","MSBA","2022-08-06","Machine Learning Architect (Senior Consultant) - Deloitte Ce...","Deloitte","Salt Lake City, UT 84111 (Downtown area)","* Are you looking for an organization with startup spirit AND enterprise strength? Deloitte Businesses, Global & Strategic Services group offers both. We are looking for talented individuals with an innovative mindset and technical skillset to join our growing team and work as part of the Deloitte Center for AI Computing within the AI Strategic Growth Offeri..."
"283","data engineer","MSIS","2022-08-06","Sr Data Engineer - Telecommute","Optum","Remote in Eagle Mountain, UT 84005","* *  Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safel..."
"284","data scientist","MSBA","2022-08-06","Data, Privacy & Ethics - Data & AI Governance Manager","PRICE WATERHOUSE COOPERS","Remote in Salt Lake City, UT 84111","* A career in Products and Technology is an opportunity to bring PwC's strategy to life by driving products and technology into everything we deliver. Our clients expect us to bring the right people and the right technology to solve their biggest problems; Products and Technology is here to help PwC meet that challenge and accelerate the growth of our busine..."
"285","business intelligence analyst","MSIS","2022-08-06","Senior Business Intelligence Analyst","PT&C Group LLC","Salt Lake City, UT 84121","* Description: *  Platform Accounting Group is looking for a Senior Business Intelligence Analyst to build and support our BI process. The Senior BI Analyst will help Platform capture the latent value in its data to improve client experience, reduce costs, increase efficiencies, and empower local accounting offices to run their business more effectively. Pla..."
"286","data engineer","MSIS","2022-08-06","Data Engineer","Romaric Corp","Remote in Sandy, UT","About Romaric*We manage automated movement and robot control in multi-billion-dollar factories. We are the heart of the factory, managing the storage and flow of production material from station to station.*We are looking for Software Engineers. Huge plus given for experience in robotics controls, and SEMI™ Standard communication protocol experience. Your ro..."
"287","data engineer","MSIS","2022-08-06","Traffic Operations Data Engineer","State of Utah","Salt Lake County, UT","* *  *   Job Description*  *  *  *    The Utah Department of Transportation (UDOT) is looking for an experienced transportation engineer with excellent communication skills to join the Traffic Management Division (TMD). As the Traffic Operations Data Engineer, you will manage the system of field data collection sensors that impact algorithms for travel time ..."
"288","data engineer","MSIS","2022-08-06","Data Engineer","Zions Bancorporation","Midvale, UT 84047","Zions Bancorporation is seeking a Data Engineer to join its Credit Systems team. As a Data Engineer , you’ll provide your talents in contributing to the success of the Zions team by delivering all aspects of the software development lifecycle, including design, coding, integration testing, deployment, operations support and documentation using Agile methodol..."
"289","security manager","MSCM","2022-08-05","Cloud Security Manager","Deloitte","Hybrid remote in Salt Lake City, UT 84111","* Do you thrive on developing creative and innovative insights to solve complex challenges? Want to work on next-generation, cutting-edge products and services that deliver outstanding value and that are global in vision and scope? Work with other experts in your field? Work for a world-class organization that provides an exceptional career experience with a..."
"290","database administrator","MSIS","2022-08-05","Senior Database Administrator","Insight Global","Murray, UT 84123","Desired Skills and Experience **Bachelor of Computer Science* 1+ years experience building and/or maintaining highly scalable*enterprise class database systems (including data layers) both onprem and in the cloud.*Experience with VS Code, C# and .Net Core 3.x* 1+ years of experience with one or more of the following*architectures/tools/platforms:o NoSQL data..."
"291","data analyst","MSBA","2022-08-05","Data Analyst Technical - Staff (Remote)","Intermountain Healthcare","Remote in Salt Lake City, UT","* Job Description: This position focuses the majority of their time producing analytical solutions (reports, dashboards, tools, etc.) for leadership and stakeholders across the organization that supports business or clinical initiatives. This position provides consultation and support in the development, analysis, interpretation, and management of a variety ..."
"292","data architect","MSIS","2022-08-05","Senior SQL Developer","KPMG","Salt Lake City, UT 84101 (Downtown area)","* Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today’s most important industries. Our growth is driven by delivering real results for our clients. It’s also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative exc..."
"293","security analyst","MSCM","2022-08-05","Security Operations Center (SOC) Analyst, L1 Full Time","Legato Security","Hybrid remote in Salt Lake City, UT 84110+1 location","* *  Position Overview* * * *   Legato Security is seeking a full time Security Operations Center (SOC) Analyst to take on an exciting role in Salt Lake City, UT. This is an entry level security position perfect for new graduates or those seeking to build their security skills. Legato Analysts operate on a hybrid work from home model. The analysts are on a 4..."
"294","data analyst","MSBA","2022-08-05","Entry Level Data Analyst (Bootcamp)","PCS GLOBAL TECH","Provo, UT","Responsibilities*Interpret data, analyze results using statistical techniques and provide ongoing reports* Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality* Acquire data from primary or secondary data sources and maintain databases/data systems* Identify, analyze, a..."
"295","data analyst","MSBA","2022-08-05","Data Analyst and Accountant","Rock CFO","Salt Lake City, UT 84111 (Downtown area)","Data Analyst - Accountant*Location:  Salt Lake City, Utah.*Compensation:  Strong Salary (DOE) plus bonus and ESOP program.*Company Overview*Rock CFO is working with a company based in downtown Salt Lake City to hire a Data Analyst and Accountant. This is a 100% employee-owned company that markets and trades natural gas across the Western United States.*Summa..."
"296","data analyst","MSBA","2022-08-05","Sr Business Intelligence Analyst/Developer- Tableau required...","Splunk","Remote in Salt Lake City, UT 84105","* Ready to shake things up? Join us as we pursue our powerful new vision to make machine data accessible, usable and valuable to everyone. We are a company filled with people who are passionate about our product and strive to deliver the best experience for our customers. At Splunk, we’re committed to our work, customers, having fun, and most significantly t..."
"297","cloud engineer","MSIS","2022-08-05","Cloud System Engineer 5","The Church of Jesus Christ of Latter-day Saints","Riverton, UT 84065","* A Cloud Engineer 5 is a master level professional role responsible for cloud systems, on-prem infrastructure and services needed to bridge cloud and on-prem architecture. This senior-level position directs and guides the design to ensure compliance with technical and architectural standards and ensures successful implementation and transition into producti..."
"298","data engineer","MSIS","2022-08-05","Data Engineer","Weave","Hybrid remote in Lehi, UT","Weave is the all-in-one customer communication and engagement platform for small business. The first Utah company to join Y Combinator, Weave has set the bar for Utah startup achievement & work culture. In the past year, Weave has been included in the Forbes Cloud 100, Inc. 5000 fastest-growing companies in America, and Glassdoor Best Places to Work.At the c..."
"299","data architect","MSIS","2022-08-05","Data Engineer","Weave","Hybrid remote in Lehi, UT","Weave is the all-in-one customer communication and engagement platform for small business. The first Utah company to join Y Combinator, Weave has set the bar for Utah startup achievement & work culture. In the past year, Weave has been included in the Forbes Cloud 100, Inc. 5000 fastest-growing companies in America, and Glassdoor Best Places to Work.At the c..."
"300","cybersecurity manager","MSCM","2022-08-04","Cybersecurity Manager","BAE Systems","Hill AFB, UT 84056","* Are you a leader who is passionate about Cybersecurity? Do you love building teams and team culture? Can you reach across the aisle to collaborate with IT teams regarding security controls and risks? Are you an expert in Risk Management Framework? Can you talk the talk and walk the walk? Do you have an active DoD security clearance? If so, come join one of..."
"301","data architect","MSIS","2022-08-04","Data Architect (Remote)","Breeze Airways™","Remote in Cottonwood Heights, UT","* *  Working at Breeze Airways is an exciting endeavor and a serious commitment to bring ""The World's Nicest Airline"" to life. We work cross-functionally with truly awesome Team Members to deliver on our mission: ""To make the world of travel simple, affordable, and convenient. Improving our guests travel experience using technology, ingenuity and kindness.""*..."
"302","data architect","MSIS","2022-08-04","Senior User Experience Designer","Cloudbeds","Remote in Salt Lake City, UT 84044","** Cloudbeds is the hospitality industry's fastest-growing technology provider for independent hotels, hostels, vacation rentals, and hotel groups. Our award-winning Cloudbeds Hospitality Platform is currently helping a growing clientele of 22,000+ properties in 157 countries to increase revenue, streamline operations, and deliver memorable guest experiences..."
"303","data analyst","MSBA","2022-08-04","Data Analyst and Accountant","Rock CFO","Salt Lake City, UT 84111 (Downtown area)","Data Analyst - Accountant*Location:  Salt Lake City, Utah.*Compensation:  Strong Salary (DOE) plus bonus and ESOP program.*Company Overview*Rock CFO is working with a company based in downtown Salt Lake City to hire a Data Analyst and Accountant. This is a 100% employee-owned company that markets and trades natural gas across the Western United States.*Summa..."
"304","business intelligence analyst","MSIS","2022-08-04","Sr Business Intelligence Analyst/Developer- Tableau required...","Splunk","Remote in Salt Lake City, UT 84105","* Ready to shake things up? Join us as we pursue our powerful new vision to make machine data accessible, usable and valuable to everyone. We are a company filled with people who are passionate about our product and strive to deliver the best experience for our customers. At Splunk, we’re committed to our work, customers, having fun, and most significantly t..."
"305","data analyst","MSBA","2022-08-04","Data Analyst - LM","Sunrise Biztech Systems Private Limited","Salt Lake City, UT 84107","Contract: 4+ monthsJob description: *Strong Knowledge of writing SQL and analytics/database with recent experience* Strong data analytical skills* Proficiency in SQL and handling large datasets* Experience in predictive analytics, statistical modeling, and coding*Job Type: Contract*Schedule:*8 hour shift* Monday to Friday*COVID-19 considerations:Yes*Experien..."
"306","information security manager","MSCM","2022-08-04","VP, Application Platform Security Leader","Synchrony Financial","Draper, UT","* *  Job Description:*  *   Role Summary/Purpose:*  *   The VP, Application Platform Security Leader will be responsible for leading and driving all engineering activities for the application security program. This includes designing and building application security capabilities and technologies to support the application security strategy and vision. In th..."
"307","information security manager","MSCM","2022-08-04","VP, Endpoint Security Engineering Leader","Synchrony Financial","Draper, UT","* *  Job Description:*  *   Role Summary/Purpose:*  *   Are you passionate about building solutions that mitigate the latest cyber threats? The VP, Endpoint Security Engineering Leader will be responsible for leading and driving the company wide Endpoint Security Program that safeguards our Endpoint platforms and services. This role is the Endpoint Security ..."
"308","information security manager","MSCM","2022-08-04","VP, Cloud Security Engineering Leader","Synchrony Financial","Draper, UT","** *  Role Summary/Purpose:*  *   Ready to play a pivotal role in shaping a massive cloud transformation, shifting security left and accelerating our innovative payments tech into the cloud? The VP, Cloud Security Engineering Leader will be responsible for leading and driving the company wide cloud security program that safeguards our cloud platforms and ser..."
"309","data architect","MSIS","2022-08-04","VP, Solution Architect","Synchrony Financial","Draper, UT+1 location","* *  Job Description:*  *   Role Summary/Purpose:*  *   We are looking for a Cloud Solution Architect to drive the architecture of our analytics cloud environment at Synchrony. This individual will support both our migration efforts as well as new business opportunities in the public cloud. The role consists of technical leadership and mentorship in a fast-p..."
"310","cloud engineer","MSIS","2022-08-04","AVP, Cloud Engineer","Synchrony Financial","Draper, UT+1 location","* *  Job Description:*  *   Role Summary/Purpose:*  *   The Cloud Engineer will be responsible for designing and configuring public cloud environments to run Synchrony workloads securely and with a high level of resiliency and availability. The individual will be responsible for working on an Agile team that works to design, build, and support our public clo..."
"311","data scientist","MSBA","2022-08-03","Data Scientist","Aptive Environmental","Remote in Provo, UT 84604","* Aptive’s Software Engineers are relied on to build the future of our direct-to-home service delivery platform. As a part of our Engineering department, this role requires the ability to move quickly, think deeply and work well with others on your Agile Scrum team: engineers, UX, product owners, and stakeholders. As a Senior Software Engineer, you will engi..."
"312","data analyst","MSBA","2022-08-03","Data Analyst","Big-D Companies","Salt Lake City, UT 84101 (People's Freeway area)","** The Data Steward will use strong analytic and problem solving skills with their ability to effectively work between the IT and Data Departments. This person will be proficient in Microsoft Office, PowerBI, Azure, data analysis, power platform and SQL. They will determine the source of data quality problems and provide recommendation to overcome, schedule ..."
"313","data scientist","MSBA","2022-08-03","Data Scientist Staff","Intermountain Healthcare","Remote in Salt Lake City, UT","* Job Description: Use industry leading data science and artificial intelligence (AI) practices to deliver on Intermountain Healthcare's mission to 'Help people live the healthiest lives possible'; making healthcare more affordable and higher quality; and making a difference in the patients and communities we serve. Data Scientists develop end-to-end data sc..."
"314","data scientist","MSBA","2022-08-03","Senior Data Scientist","MasterCard","Hybrid remote in Salt Lake City, UT","** *  Our Purpose* * * *   We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest ..."
"315","cloud engineer","MSIS","2022-08-03","Senior Cloud Engineer","Pearson","American Fork, UT 84003","* We are the world's learning company with more than 24,000 employees operating in 70 countries. We combine world-class educational content and assessment, powered by services and technology, to enable more effective teaching and personalized learning at scale. We believe that wherever learning flourishes so do people. * You will design and implement the con..."
"316","data analyst","MSBA","2022-08-03","Data Analyst","Saela","Orem, UT 84058","* Company Description*  Edge is now Saela! Join one of America's most successful and fastest growing full-service pest control companies! In the last 13 years, Saela has become known for consistently delivering exceptional service to thousands of residential and commercial customers across the nation. Saela has been on the Inc. 5000 fastest growing companies..."
"317","data engineer","MSIS","2022-08-03","AVP, Senior Data Engineer","Synchrony Financial","Remote in Draper, UT","* *  Job Description:*  *   Role Summary/Purpose:*  *   We are looking for a Senior Data Engineer to provide technical leadership for the development of Big Data applications supporting key business domains. In this role you will be an integral part of an exciting, fast-paced, constantly changing and challenging work environment, and will play an important r..."
"318","data engineer","MSIS","2022-08-03","Data Engineer","Zions Bancorporation","Midvale, UT 84047","Zions is seeking a Data Engineer * As a Data Engineer , you’ll provide your talents in contributing to the success of the Zions team by delivering all aspects of the software development lifecycle, including design, coding, integration testing, deployment, operations support and documentation using Agile methodologies. Also, able to work independently, colla..."
"319","data analyst","MSBA","2022-08-02","Marketing Data Analyst (Hybrid)","Academy Mortgage","Draper, UT 84020","Purpose*The Marketing Data Analyst provides actionable market and customer insights to address key strategic questions. Through analysis of qualitative and quantitative data, trends, and employed strategies/campaigns, the Marketing Data Analyst will assist in the increased effectiveness of the Marketing department and Academy’s overall competitiveness within..."
"320","data analyst","MSBA","2022-08-02","Senior Data Analyst","Bigbear.ai","Hill AFB, UT 84056","* Overview: *  BigBear.ai is seeking a Senior Data Analyst to support the Air and Space Force Solutions, Strategic Systems, Information Services team. The selected applicant will join the IS team as we seek to deliver world-class capabilities for our client and its associated contractors, driving productivity and innovate new solutions. What you will do: * *..."
"321","data analyst","MSBA","2022-08-02","Data Analyst (Entry-level)","CircusTrix","Utah","CircusTrix____Data AnalystFull-timeRemote (or onsite in Provo, Utah)____CircusTrix is the largest trampoline park operation in the world, with well-known brands including DEFY, Sky Zone, and Rockin' Jump.With more than 250 franchise and company-owned across the globe, we proudly host more than 40 million adventure movement enthusiasts every year. We are Purv..."
"322","data analyst","MSBA","2022-08-02","Data Analyst","PointClickCare","Salt Lake City, UT","* *  *   For more than 20 years, PointClickCare has been the backbone of senior care. We’ve amassed the richest senior care dataset making our market density untouchable and our connections to the healthcare ecosystem exponentially more powerful than those of any other platform.*  *  *  *    With Collective Medical & Audacious Inquiry, we’ve become the most ..."
"323","data analyst","MSBA","2022-08-02","Data Analyst - LM","Sunrise Biztech Systems Private Limited","Salt Lake City, UT 84107","Job description: *Strong data analytical skills* Strong Knowledge of writing SQL queries* Proficiency in SQL and handling large datasets* Experience in predictive analytics, statistical modeling, and coding*Job Type: Contract*Schedule:*8 hour shift* Monday to Friday*COVID-19 considerations:yes*Experience:*data analysis: 2 years (Required)* SQL: 1 year (Requi..."
"324","security architect","MSCM","2022-08-02","Sr. Architect Of Enterprise Cloud Security","TEKsystems","Remote in Salt Lake City, UT 84101","Equivalent Experience ** TEKsystems is seeking a Senior Level Enterprise Cloud Security Architect for their large Alaska based telecom client. * This role is permanent-direct placement and has the ability for 100% remote work. * Candidates must be willing to work within normal business hours in Alaska Time Zone (8-5pm AKT) Remote candidates will ideally sit ..."
"325","data analyst","MSBA","2022-08-01","Acct Recon Data Analyst","Select Portfolio Servicing","Salt Lake City, UT 84115","Job Description *Reconcile bank accounts and cash received on incoming and outgoing loan transfers. Timely and accurate daily reconciliation of appropriate bank accounts and loan level activities. Requires a good understanding of corporate advance systems and reconciling tools. Ability to relate with internal and external customers during each process. *Prin..."
"326","data analyst","MSBA","2022-07-31","Operations Analyst","Quickfresh LLC","Springville, UT 84663","* *  If you are a passionate, motivated, and extremely driven *  data analyst who is looking to put your skills to work with a hyper-growth company in a $20B+ industry then keep reading.* * * *   Our Mission: Our vision, and relentless focus is to transform the lives of our customers. We truly believe that every person, regardless of current circumstances, h..."
"327","data analyst","MSBA","2022-07-31","Acct Recon Data Analyst","Select Portfolio Servicing","Salt Lake City, UT 84115+1 location","Job Description *Reconcile bank accounts and cash received on incoming and outgoing loan transfers. Timely and accurate daily reconciliation of appropriate bank accounts and loan level activities. Requires a good understanding of corporate advance systems and reconciling tools. Ability to relate with internal and external customers during each process. *Prin..."
"328","business intelligence analyst","MSIS","2022-07-31","Business Intelligence Analyst III (Hybrid WFH)","Zions Bancorporation","Midvale, UT 84047","About Zions Bancorporation * Did you know Zions Bancorporation is one of the nation’s premier financial services companies with total assets exceeding $70 billion? With local management teams at the helm in 11 western states, Zions is dedicated to making a difference in their local communities. * We are transforming what it means to work for a financial inst..."
"329","data analyst","MSBA","2022-07-30","(REMOTE UTAH ONLY) Data Analyst","Aston Carter","Remote in Draper, UT 84020","Equivalent Experience *Description:* Needing someone who can interpret and use complex data from Data warehouse to develop actionable steps that will improve processes and optimize results. Day-to-day, he or she will assess the company and Customer needs, looking for trends presenting data to management and optimizing the tools that we have to help our Sales..."
"330","data analyst","MSBA","2022-07-30","Data Analyst: Marketing, Social Media, and Audience data - D...","Deseret News","Salt Lake City, UT 84180 (Downtown area)","* Our company is committed to being trusted voices of light and truth reaching hundreds of millions of people worldwide.* *  Marketing, Social Media, and Audience Data Analyst* *  As a data analyst for the Deseret News, you’ll contribute to many aspects of marketing and audience growth measurement. You will find established and novel ways to measure reach, e..."
"331","data scientist","MSBA","2022-07-30","Staff Data Scientist","Freedom Financial Network","Salt Lake City, UT","* Staff Data Scientist Job Description* *  THE OPPORTUNITY:* *  As a Staff Data Scientist at Freedom Financial, you will focus on developing and deploying machine learning models. You will serve as a strategic thought partner for leaders throughout the company, helping them to identify and exploit opportunities where machine learning can add value.* * THE RO..."
"332","data architect","MSIS","2022-07-30","Data Architect and Developer","HRmango","Lehi, UT","Looking for an exciting and fast paced environment to hone your IT skills in? HRmango is currently looking for a Data Architect and Developer to join our innovative client’s agile team. This position will focus on the design, development, automation, scalability, and support of all our client’s database systems within the travel industry. This is an impactfu..."
"333","data analyst","MSBA","2022-07-30","Data Analyst II","Lucid Software","Remote in Salt Lake City, UT","* Lucid Software offers a leading Visual Collaboration Suite that helps teams see and build the future from idea to reality. With its products—Lucidchart, Lucidspark and Lucidscale—teams can align around a shared vision, clarify complexity, and collaborate visually, no matter where they're located. Top businesses use Lucid's products all around the world, in..."
"334","data architect","MSIS","2022-07-30","Salesforce Certified Professional Developer","MX Technologies Inc.","Remote in Lehi, UT 84043","* *  *   Life at MX*    We are driven by our moral imperative to advance mankind - and it all starts with our people, product and purpose. We always carry a deep sense of drive and passion with us. If you thrive in a challenging work environment, surrounded by incredible team members who will help you grow, MX is the right place for you.*    Come build with ..."
"335","cloud engineer","MSIS","2022-07-30","Systems Engineer, Cloud Engineer","MX Technologies Inc.","Remote in Lehi, UT 84043","* *  *   Life at MX*    We are driven by our moral imperative to advance mankind - and it all starts with our people, product and purpose. We always carry a deep sense of drive and passion with us. If you thrive in a challenging work environment, surrounded by incredible team members who will help you grow, MX is the right place for you.*    Come build with ..."
"336","data engineer","MSIS","2022-07-30","Data Engineer III","Myriad Genetics Inc.","Salt Lake City, UT 84108 (East Bench area)","* Responsibilities * Contribute to the development and implementation of Myriadâ€™s Enterprise Data Management strategy. *  Lead integrations with various enterprise applications to enable data availability and accessibility. *  Assemble large, complex data sets that meet functional / non-functional business requirements. *  Identify, design, and implement i..."
"337","data scientist","MSBA","2022-07-30","Conversational AI Data Scientist_ Director","PRICE WATERHOUSE COOPERS","Remote in Salt Lake City, UT 84111+1 location","* A career within Data and Analytics services will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive inno..."
"338","data analyst","MSBA","2022-07-30","Data Analyst","Quickfresh LLC","Springville, UT 84663","* *  *   *    If you are a passionate, motivated, and extremely driven *    data analyst who is looking to put your skills to work with a hyper-growth company in a $20B+ industry then keep reading.*   *   *   *     Our Mission: Our vision, and relentless focus is to transform the lives of our customers. We truly believe that every person, regardless of curre..."
"339","data analyst","MSBA","2022-07-30","Network Data Analyst","Thermo Fisher Scientific","South Jordan, UT","* Position Summary: The Data Analyst will provide expertise in writing queries, report creation/visualization, and analysis to support critical management decisions. This role’s primary focus will be on establishing robust data sets, analytics and data visualization for Network related KPIs, This role will also be responsible for the development and maintena..."
"340","data analyst","MSBA","2022-07-29","Data Analyst III: 22-04397","Akraya Inc.","Temporarily Remote in Salt Lake City, UT","* Primary Skills: Data Analytics, Data Automation, Data Warehouse, SQL, Python or R, Tableau*  Contract Type: W2*  Duration: 6 months (May extend or convert to perm)*  Location: Salt Lake City, UT (Temporary remote until further notice)*  NOTE: Role open to Women Back to Work candidates with a career gap* To follow up with any questions, please contact Sharl..."
"341","database administrator","MSIS","2022-07-29","Oracle EBS Database Administrator","Browning","Mountain Green, UT 84050","* Description: *  Browning is seeking to hire a talented Oracle EBS Database Administrator to join our Information Technologies Team. If you love the outdoors and are passionate about doing your best work, we would love to see your resume. Requirements: * Advanced knowledge of Oracle databases (through version 21c)*  Working knowledge of Oracle EBS administr..."
"342","penetration tester","MSCM","2022-07-29","Senior Penetration Tester - Red Team (Remote Western US)","Mandiant","Remote in Salt Lake City, UT","* Company Description*  Since 2004, Mandiant has been a trusted partner to security-conscious organizations. Effective security is based on the right combination of expertise, intelligence, and adaptive technology, and the Mandiant Advantage SaaS platform scales decades of frontline experience and industry-leading threat intelligence to deliver a range of dy..."
"343","data engineer","MSIS","2022-07-29","Data Engineer 1","The Church of Jesus Christ of Latter-day Saints","Riverton, UT 84065","* As a member of the Business Intelligence team, this individual works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The data engineer is responsible for gathering requirements, design, creation and support of the data warehouse. This individual works ..."
"344","database administrator","MSIS","2022-07-28","Database Administrator","Aristotle","Temporarily Remote in Provo, UT 84601","Come work in a startup like environment (small team, big challenges, massive growth opportunity, relaxed office culture) with solid company stability (30+ years) and benefits including health, paid holidays, 401K, PTO, remote work friendly and great office views. Together with our 200+ university research partners, we have built PredictIt.org, into the “The ..."
"345","data warehouse architect","MSIS","2022-07-28","Business Intelligence Engineer","CHG Healthcare","Midvale, UT 84047","* Healthcareâs helping hand.: *  CHG shook things up in 1979 by inventing the locum tenens staffing model. We connect doctors with patients who need their care. As the largest physician staffing firm in America, our providers treat millions of patients each year. * Our industry is growing and demand is high. This means you’ll have plenty of opportunities to ..."
"346","data architect","MSIS","2022-07-28","Data Architect and Developer","Christopherson Business Travel","Salt Lake City, UT 84123","Description*Looking for an engaging, fast-paced and fun environment to hone your technical skills in?*At Christopherson Business Travel, we are leveraging years of experience and recognition in Travel Management to build cutting edge solutions from the ground up. While we have everything you would expect in a startup (open tech space, game room, ping pong, B..."
"347","data analyst","MSBA","2022-07-28","Business Analyst (Oracle HCM - Benefits - Human Resources)","Freedom Financial Network","Salt Lake City, UT","* THE ROLE:*  Human Capital management specialist with heightened focus on Talent Acquisition, Payroll, Compensation, Benefits and Onboarding activities*   Act as SPOC for Human Resources operations teams*   Ensure accurate and timely execution of HCM bi-directional interfaces from Oracle HCM to downstream systems*   Monitor daily integration execution to AT..."
"348","data architect","MSIS","2022-07-28","Data Architect","Insight Global","Salt Lake City, UT 84123","Insight Global is assisting a large business travel client in their search for a Data Architect, to sit onsite in Salt Lake City, UT. This position will focus on the design, development, automation, scalability, and support of all database systems within Christopherson Business Travel. This is an impactful, complex, hands-on role that will is central to the ..."
"349","data engineer","MSIS","2022-07-28","BI Data Engineer","Scorpion","Salt Lake City, UT","* *  As a Data Engineer in our growing Business Analytics & Data Platform teams, you will support developing and maturing a data-driven organization by creating intuitive means of accessing analytics by transforming data and developing, constructing, and testing cloud-based data architectures.* * *   Collaborating with both data scientists, data engineers, b..."
"350","data engineer","MSIS","2022-07-28","BI Data Engineer","Scorpion Internet Marketing","Salt Lake City, UT","As a Data Engineer in our growing Business Analytics & Data Platform teams, you will support developing and maturing a data-driven organization by creating intuitive means of accessing analytics by transforming data and developing, constructing, and testing cloud-based data architectures.Collaborating with both data scientists, data engineers, business analy..."
"351","data analyst","MSBA","2022-07-28","Data Analyst Trainee","T.D. Williamson, Inc.","Salt Lake City, UT","* *  At TDW we put people first - that means working everyday to ensure the pipelines that run through our communities are operating safely and reliably. What sets us apart is our expertise, experience and commitment.* * * *   Each day we dedicate ourselves to treating each other, our customers and our community with care and respect.* * * *   Overview* * * ..."
"352","data scientist","MSBA","2022-07-28","Data Scientist 1","T.D. Williamson, Inc.","Salt Lake City, UT","* *  At TDW we put people first - that means working everyday to ensure the pipelines that run through our communities are operating safely and reliably. What sets us apart is our expertise, experience and commitment.* * * *   Each day we dedicate ourselves to treating each other, our customers and our community with care and respect.* * * *   Overview:* * *..."
"353","data analyst","MSBA","2022-07-28","Business Intelligence Data Analyst","Ultradent","Salt Lake City, UT","* *  A Business Intelligence Data Analyst (Supply Chain) functions as data a steward, identifies opportunities to simplify data, automates processes, and develops and certifies reports and models.* * * *   A Business Intelligence Data Analyst (Supply Chain) is responsible for developing and maintaining high quality costing data so he or she can develop stati..."
"354","data analyst","MSBA","2022-07-27","Data Analyst","Big-D Construction","Salt Lake City, UT","* Are you looking for an organization that provides an open and collaborative environment? A culture that embraces individual growth utilizing a team oriented concept? At Big-D Construction we Think Big, Work Big, Live Big. *  Big-D Construction is looking for a Data Analyst to join our corporate office based in Salt Lake City, UT. The Data Steward will use ..."
"355","data warehouse engineer","MSIS","2022-07-27","Senior Data Warehouse Engineer","Divvy","Draper, UT","About The PositionAs a Data Warehouse Engineer at Divvy, you will be a part of a team that builds the data transport, collection, storage, and exposes services that make data a first-class citizen at Divvy. We are looking for a Data Warehouse Engineer that is passionate and motivated to make an impact in creating and maintaining a robust and scalable data pl..."
"356","data architect","MSIS","2022-07-27","Data Architect - ETL Developer","Intermountain Healthcare","Murray, UT","* Job Description: The Data Architect is responsible for designing relational and dimensional databases. The Data Architect applies relational theory and business process analysis to the development of logical data models and converts these logical models into physical database objects using data modeling CASE tools. The Data Architect develops and implement..."
"357","cloud engineer","MSIS","2022-07-27","Senior Cloud Engineer","ObservePoint","Remote in Pleasant Grove, UT 84062","* Title: Senior Cloud Engineer Status: Full Time Location: ObservePoint Home Office – Pleasant Grove, UT / Remote Work Options Department Name: Engineering*  *  About ObservePoint*  *  What do we do?*  *  ObservePoint ensures accurate and secure customer data collection by automatically auditing and monitoring website technologies and user paths.*  *  Our pa..."
